date,owner,ticker,asset_description,asset_type,type,amount,senator,period_end,period_start,close,max/min,perc_off
2020-04-07,Joint,RTX,Raytheon Technologies Corporation,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,2020-07-07,2020-01-07,56.41991806030274,95.95081329345705,41.199124714297696
2020-04-07,Joint,VTR,"Ventas, Inc.",Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,2020-07-07,2020-01-07,26.22153091430664,59.36962509155274,55.83342344865589
2020-03-27,Spouse,AIG,"American International Group, Inc.",Stock,Purchase,"$1,001 - $15,000",Kelly Loeffler,2020-06-26,2019-12-27,24.77120018005371,18.236108779907227,35.835997026662454
2020-03-20,Spouse,WDC,Western Digital Corporation,Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,2020-06-19,2019-12-20,30.64852523803711,28.81257629394531,6.372040199951186
2020-03-20,Spouse,K,Kellogg Company,Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,2020-06-19,2019-12-20,54.38393783569336,52.1914291381836,4.200897989792168
2020-03-20,Spouse,EMR,Emerson Electric Co.,Stock,Purchase,"$250,001 - $500,000",Kelly Loeffler,2020-06-19,2019-12-20,43.06877136230469,37.19797897338867,15.78255741559498
2020-03-20,Spouse,CR,Crane Co.,Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,2020-06-19,2019-12-20,39.2485237121582,37.88701629638672,3.5935989393319687
2020-03-20,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Purchase,"$50,001 - $100,000",Kelly Loeffler,2020-06-19,2019-12-20,34.391307830810554,32.072792053222656,7.228917812145809
2020-03-20,Spouse,ADM,Archer-Daniels-Midland Company,Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,2020-06-19,2019-12-20,29.633575439453125,28.375043869018555,4.435346694948038
2020-03-20,Spouse,PRU,"Prudential Financial, Inc.",Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,2020-06-19,2019-12-20,40.18455123901367,37.293853759765625,7.751136414780149
2020-03-20,Spouse,CVX,Chevron Corporation,Stock,Purchase,"$50,001 - $100,000",Kelly Loeffler,2020-06-19,2019-12-20,56.86220932006836,51.91226196289063,9.53521801981232
2020-03-20,Spouse,DAL,"Delta Air Lines, Inc.",Stock,Purchase,"$50,001 - $100,000",Kelly Loeffler,2020-06-19,2019-12-20,21.350000381469727,19.190000534057614,11.255861319954818
2020-03-20,Spouse,AIZ,"Assurant, Inc.",Stock,Purchase,"$1,001 - $15,000",Kelly Loeffler,2020-06-19,2019-12-20,89.58332824707031,79.1147232055664,13.232183109966755
2020-03-20,Spouse,HIG,"The Hartford Financial Services Group, Inc.",Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,2020-06-19,2019-12-20,30.549959182739254,25.645551681518555,19.123813603725495
2020-03-20,Spouse,CAH,"Cardinal Health, Inc.",Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,2020-06-19,2019-12-20,41.67594909667969,39.43488311767578,5.682953268344804
2020-03-18,Spouse,AIZ,"Assurant, Inc.",Stock,Purchase,"$250,001 - $500,000",Kelly Loeffler,2020-06-17,2019-12-18,79.1147232055664,79.1147232055664,0.0
2020-03-17,Spouse,PRU,"Prudential Financial, Inc.",Stock,Purchase,"$15,001 - $50,000",Kelly Loeffler,2020-06-16,2019-12-17,44.47305679321289,37.293853759765625,19.250365166585524
2020-03-17,Spouse,DAL,"Delta Air Lines, Inc.",Stock,Purchase,"$50,001 - $100,000",Kelly Loeffler,2020-06-16,2019-12-17,31.739999771118164,19.190000534057614,65.39863933191316
2020-03-16,Spouse,AIG,"American International Group, Inc.",Stock,Purchase,"$50,001 - $100,000",Kelly Loeffler,2020-06-15,2019-12-16,22.57665252685547,18.236108779907227,23.801918486748164
2020-03-16,Spouse,CVX,Chevron Corporation,Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,2020-06-15,2019-12-16,66.73339080810547,51.91226196289063,28.550342991815086
2020-03-13,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,2020-06-12,2019-12-13,36.36204528808594,32.072792053222656,13.373494979001364
2020-03-16,Joint,ADP,"Automatic Data Processing, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",Kelly Loeffler,2020-06-15,2019-12-16,120.29169464111328,176.94610595703125,32.01789098974332
2020-03-16,Joint,FIS,"Fidelity National Information Services, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",Kelly Loeffler,2020-06-15,2019-12-16,107.57080841064452,155.89633178710938,30.998499337660974
2020-03-16,Joint,CME,CME Group Inc.,Stock,Sale (Partial),"$15,001 - $50,000",Kelly Loeffler,2020-06-15,2019-12-16,144.41673278808594,216.5677795410156,33.31568846752896
2020-03-17,Joint,DG,Dollar General Corporation,Stock,Sale (Partial),"$1,001 - $15,000",Kelly Loeffler,2020-06-16,2019-12-17,153.36915588378906,190.7627258300781,19.602136519897158
2020-03-17,Joint,TDG,TransDigm Group Incorporated,Stock,Sale (Partial),"$50,001 - $100,000",Kelly Loeffler,2020-06-16,2019-12-17,315.010009765625,657.9299926757812,52.121044294623374
2020-03-19,Joint,CME,CME Group Inc.,Stock,Purchase,"$50,001 - $100,000",Kelly Loeffler,2020-06-18,2019-12-19,150.91131591796875,135.66654968261722,11.23693811850869
2020-03-19,Joint,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",Kelly Loeffler,2020-06-18,2019-12-19,141.59974670410156,134.36647033691406,5.3832450529143046
2020-03-18,Joint,TDG,TransDigm Group Incorporated,Stock,Sale (Full),"$15,001 - $50,000",Kelly Loeffler,2020-06-17,2019-12-18,245.7899932861328,657.9299926757812,62.64192299753468
2020-03-03,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2020-06-02,2019-12-03,163.2301483154297,134.36647033691406,21.481309962330684
2020-03-03,Spouse,JNJ,Johnson &amp; Johnson,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2020-06-02,2019-12-03,132.84315490722656,108.8884735107422,21.999281121450522
2020-03-03,Spouse,ABT,Abbott Laboratories,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2020-06-02,2019-12-03,76.79623413085938,61.85844421386719,24.148344024539
2020-03-17,Spouse,DXCM,"DexCom, Inc.",Stock,Sale (Partial),"$250,001 - $500,000",Tina Smith,2020-06-16,2019-12-17,198.7400054931641,421.3599853515625,52.83367846917286
2020-03-17,Spouse,PODD,Insulet Corporation,Stock,Sale (Partial),"$250,001 - $500,000",Tina Smith,2020-06-16,2019-12-17,130.11000061035156,224.72999572753903,42.1038565906013
2020-03-11,Self,ILMN,"Illumina, Inc.",Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,2020-06-10,2019-12-11,246.00999450683597,373.010009765625,34.047347774551014
2020-03-11,Self,CGNX,Cognex Corporation,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,2020-06-10,2019-12-11,38.26456832885742,61.37262344360352,37.65205692401358
2020-03-11,Self,SIEGY,Siemens Aktiengesellschaft,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,2020-06-10,2019-12-11,43.2325439453125,62.71757507324219,31.06789620800052
2020-02-27,Joint,WCMIX,WCM Focused International Growth Fund Institutiona,Other Securities,Purchase,"$50,001 - $100,000",Daniel S Sullivan,2020-05-28,2019-11-28,17.96966552734375,13.812057495117188,30.101293986767388
2020-02-27,Joint,RPM,RPM International Inc.,Stock,Sale (Partial),"$50,001 - $100,000",Daniel S Sullivan,2020-05-28,2019-11-28,64.85256195068361,74.96644592285156,13.491214432889365
2020-03-20,Self,BAM,Brookfield Asset Management Inc.,Stock,Sale (Partial),"$1,001 - $15,000",James M Inhofe,2020-06-19,2019-12-20,25.507909774780273,44.94184112548828,43.242401432651285
2020-03-09,Self,C,Citigroup Inc.,Stock,Sale (Full),"$50,001 - $100,000",James M Inhofe,2020-06-08,2019-12-09,49.28474426269531,78.06744384765625,36.86901756528442
2020-03-31,Joint,MU,"Micron Technology, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-30,2019-12-31,42.060001373291016,34.470001220703125,22.01914674731499
2020-03-31,Joint,MRK,"Merck &amp; Co., Inc.",Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",2020-06-30,2019-12-31,75.18830871582031,89.20756530761719,15.715322510432657
2020-03-23,Joint,NWS,News Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-22,2019-12-23,8.086447715759277,8.086447715759277,0.0
2020-03-02,Joint,WPX,"WPX Energy, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-01,2019-12-02,9.079999923706056,2.1099998950958248,330.3317713337466
2020-03-02,Joint,KR,The Kroger Co.,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",2020-06-01,2019-12-02,29.222267150878906,33.652862548828125,13.165582545974246
2020-03-02,Joint,DD,"DuPont de Nemours, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-01,2019-12-02,44.230506896972656,28.004453659057614,57.940974087409046
2020-03-02,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2020-06-01,2019-12-02,45.43000030517578,69.47000122070311,34.60486611933878
2020-03-02,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",2020-06-01,2019-12-02,45.43000030517578,69.47000122070311,34.60486611933878
2020-03-02,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",2020-06-01,2019-12-02,28.60290718078613,34.70914077758789,17.59258068625148
2020-03-03,Joint,KR,The Kroger Co.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2020-06-02,2019-12-03,28.887508392333984,33.652862548828125,14.160323359060229
2020-03-04,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2020-06-03,2019-12-04,27.64850234985352,34.70914077758789,20.342302544963914
2020-03-04,Joint,KR,The Kroger Co.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2020-06-03,2019-12-04,30.48252296447754,33.652862548828125,9.42071296238359
2020-03-04,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-03,2019-12-04,21.399999618530273,12.770000457763672,67.58025725457114
2020-03-04,Joint,GM,General Motors Company,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-03,2019-12-04,31.150001525878906,16.799999237060547,85.41668416961872
2020-03-05,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-04,2019-12-05,19.729999542236328,12.770000457763672,54.50273167563782
2020-03-05,Joint,KR,The Kroger Co.,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",2020-06-04,2019-12-05,32.95381546020508,33.652862548828125,2.0772292033367847
2020-03-05,Joint,BRK-B,Berkshire Hathaway Inc.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-04,2019-12-05,208.9600067138672,162.1300048828125,28.88422896483806
2020-03-05,Joint,BRK-B,Berkshire Hathaway Inc.,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",2020-06-04,2019-12-05,208.9600067138672,162.1300048828125,28.88422896483806
2020-03-06,Joint,BRK-B,Berkshire Hathaway Inc.,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",2020-06-05,2019-12-06,205.97999572753903,162.1300048828125,27.046191034424055
2020-03-06,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2020-06-05,2019-12-06,25.198261260986328,34.70914077758789,27.401656461466928
2020-03-09,Joint,BRK-B,Berkshire Hathaway Inc.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-08,2019-12-09,193.1300048828125,162.1300048828125,19.12045831516923
2020-03-10,Joint,MSM,"MSC Industrial Direct Co., Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-09,2019-12-10,49.4127082824707,42.92361450195313,15.117771081981687
2020-03-10,Joint,M,"Macy's, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-09,2019-12-10,9.937745094299316,4.429999828338623,124.32834039242516
2020-03-10,Joint,NWSA,News Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-09,2019-12-10,10.72945785522461,8.126571655273438,32.029326884260286
2020-03-10,Joint,EAF,GrafTech International Ltd.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-09,2019-12-10,7.569172382354736,5.836230278015138,29.69283290392991
2020-03-11,Joint,GEL,"Genesis Energy, L.P.",Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",2020-06-10,2019-12-11,5.1950883865356445,19.164779663085934,72.8925222315907
2020-03-13,Joint,ENB,Enbridge Inc.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-12,2019-12-13,29.209068298339844,22.419118881225586,30.286424069950215
2020-03-13,Joint,KR,The Kroger Co.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2020-06-12,2019-12-13,30.23637962341309,33.652862548828125,10.152131695952875
2020-03-13,Joint,TRP,TC Energy Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-12,2019-12-13,39.99044418334961,31.635498046875,26.41003509442116
2020-03-16,Joint,KR,The Kroger Co.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2020-06-15,2019-12-16,30.620365142822266,33.652862548828125,9.011112803868926
2020-03-16,Joint,AXTA,Axalta Coating Systems Ltd.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-15,2019-12-16,15.5600004196167,13.670000076293945,13.825898557237963
2020-03-16,Joint,KR,The Kroger Co.,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",2020-06-15,2019-12-16,30.620365142822266,33.652862548828125,9.011112803868926
2020-03-16,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-15,2019-12-16,8.019872665405272,7.103039264678955,12.907621182462307
2020-03-16,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-15,2019-12-16,36.310001373291016,29.5,23.084750417935652
2020-03-16,Joint,HUN,Huntsman Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-15,2019-12-16,13.44970417022705,12.579774856567385,6.915301136772825
2020-03-17,Joint,UHAL,AMERCO,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-16,2019-12-17,282.2677917480469,240.21246337890625,17.50755467787839
2020-03-17,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-16,2019-12-17,33.919998168945305,29.5,14.983044640492551
2020-03-17,Joint,AXTA,Axalta Coating Systems Ltd.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-16,2019-12-17,14.520000457763672,13.670000076293945,6.217998366684498
2020-03-17,Joint,PG,The Procter &amp; Gamble Company,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",2020-06-16,2019-12-17,115.37967681884766,124.06437683105469,7.000156075449013
2020-03-17,Joint,PEP,"PepsiCo, Inc.",Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",2020-06-16,2019-12-17,124.94136810302734,142.82774353027344,12.523039981693003
2020-03-17,Joint,NWSA,News Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-16,2019-12-17,10.80893611907959,8.126571655273438,33.00733172106507
2020-03-17,Joint,FHB,"First Hawaiian, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-16,2019-12-17,18.84566307067871,13.380513191223145,40.844097691562325
2020-03-17,Joint,CTSH,Cognizant Technology Solutions Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-16,2019-12-17,49.586402893066406,41.183441162109375,20.403738720814175
2020-03-17,Joint,SYY,Sysco Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-16,2019-12-17,33.94668197631836,30.24797821044922,12.227937153800966
2020-03-17,Joint,MSM,"MSC Industrial Direct Co., Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-16,2019-12-17,52.5929183959961,42.92361450195313,22.526769952243868
2020-03-17,Joint,KR,The Kroger Co.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2020-06-16,2019-12-17,32.49106216430664,33.652862548828125,3.452307757878799
2020-03-17,Joint,HUN,Huntsman Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-16,2019-12-17,14.710614204406738,12.579774856567385,16.938612750505072
2020-03-18,Joint,GM,General Motors Company,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-17,2019-12-18,16.799999237060547,16.799999237060547,0.0
2020-03-18,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-17,2019-12-18,29.5,29.5,0.0
2020-03-18,Joint,KR,The Kroger Co.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2020-06-17,2019-12-18,33.38703155517578,33.652862548828125,0.7899208968230909
2020-03-18,Joint,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-17,2019-12-18,20.37619400024414,17.72013282775879,14.988946179481232
2020-03-18,Joint,UHAL,AMERCO,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-17,2019-12-18,274.294189453125,240.21246337890625,14.188158930146315
2020-03-19,Joint,SBUX,Starbucks Corporation,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",2020-06-18,2019-12-19,60.44947052001953,55.44892883300781,9.01828365714971
2020-03-19,Joint,KR,The Kroger Co.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2020-06-18,2019-12-19,33.652862548828125,33.652862548828125,0.0
2020-03-19,Joint,GOOG,Alphabet Inc.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-18,2019-12-19,1115.2900390625,1056.6199951171877,5.55261534103424
2020-03-19,Joint,CLX,The Clorox Company,Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",2020-06-18,2019-12-19,187.8359375,211.3409881591797,11.121860867554929
2020-03-20,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-19,2019-12-20,2.743605852127075,2.4496479034423833,12.00000817552619
2020-03-20,Joint,SYY,Sysco Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-19,2019-12-20,34.20810317993164,30.24797821044922,13.092197243498376
2020-03-20,Joint,PAGP,"Plains GP Holdings, L.P.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-19,2019-12-20,5.469871044158936,3.18695330619812,71.63323458554925
2020-03-20,Joint,MSM,"MSC Industrial Direct Co., Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-19,2019-12-20,44.16444396972656,42.92361450195313,2.890785135806695
2020-03-20,Joint,NWSA,News Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-19,2019-12-20,8.961085319519043,8.126571655273438,10.268951036739807
2020-03-20,Joint,KR,The Kroger Co.,Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",2020-06-19,2019-12-20,31.280031204223636,33.652862548828125,7.050904930187329
2020-03-20,Joint,M,"Macy's, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-19,2019-12-20,6.019999980926514,4.429999828338623,35.89165269074482
2020-03-23,Joint,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-22,2019-12-23,17.72013282775879,17.72013282775879,0.0
2020-03-23,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-22,2019-12-23,2.528036832809448,2.4496479034423833,3.2000080198018566
2020-03-23,Joint,SBUX,Starbucks Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-22,2019-12-23,55.66548538208008,55.44892883300781,0.3905513661489408
2020-03-23,Joint,RL,Ralph Lauren Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-22,2019-12-23,64.76267242431639,61.0,6.168315449698994
2020-03-24,Joint,SBUX,Starbucks Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-23,2019-12-24,63.86519241333008,55.44892883300781,15.17840607105147
2020-03-24,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-23,2019-12-24,2.7534043788909908,2.4496479034423833,12.400005528212915
2020-03-25,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-24,2019-12-25,2.831793069839477,2.4496479034423833,15.600003815245515
2020-03-26,Joint,NFLX,"Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",2020-06-25,2019-12-26,362.989990234375,298.8399963378906,21.466334721792606
2020-03-26,Joint,TRP,TC Energy Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-25,2019-12-26,40.96282196044922,31.635498046875,29.483727108559265
2020-03-26,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-25,2019-12-26,2.8219947814941406,2.4496479034423833,15.20001619532809
2020-03-26,Joint,WMB,"The Williams Companies, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2020-06-25,2019-12-26,13.45653247833252,8.734941482543945,54.05406556213663
