Date,Adj Close,Name
2021-01-04,158.00999450683594,CRSP
2021-01-05,160.6199951171875,CRSP
2021-01-06,163.85000610351562,CRSP
2021-01-07,194.42999267578125,CRSP
2021-01-08,193.82000732421875,CRSP
2021-01-11,188.8800048828125,CRSP
2021-01-12,190.33999633789062,CRSP
2021-01-13,193.83999633789062,CRSP
2021-01-14,210.0399932861328,CRSP
2021-01-15,199.8800048828125,CRSP
2021-01-19,198.2899932861328,CRSP
2021-01-20,189.77000427246094,CRSP
2021-01-21,185.10000610351562,CRSP
2021-01-22,188.49000549316406,CRSP
2021-01-04,349.5,UNH
2021-01-05,344.79998779296875,UNH
2021-01-06,359.2699890136719,UNH
2021-01-07,365.0299987792969,UNH
2021-01-08,363.3900146484375,UNH
2021-01-11,360.75,UNH
2021-01-12,357.3699951171875,UNH
2021-01-13,355.0400085449219,UNH
2021-01-14,350.5299987792969,UNH
2021-01-15,351.29998779296875,UNH
2021-01-19,352.19000244140625,UNH
2021-01-20,350.8399963378906,UNH
2021-01-21,355.0,UNH
2021-01-22,347.54998779296875,UNH
2021-01-04,69.87999725341797,PSX
2021-01-05,71.75,PSX
2021-01-06,71.22000122070312,PSX
2021-01-07,71.86000061035156,PSX
2021-01-08,70.70999908447266,PSX
2021-01-11,72.2699966430664,PSX
2021-01-12,73.73999786376953,PSX
2021-01-13,71.7699966430664,PSX
2021-01-14,74.13999938964844,PSX
2021-01-15,71.73999786376953,PSX
2021-01-19,74.77999877929688,PSX
2021-01-20,75.38999938964844,PSX
2021-01-21,73.16000366210938,PSX
2021-01-22,72.55000305175781,PSX
2021-01-04,219.60000610351562,AMT
2021-01-05,220.7100067138672,AMT
2021-01-06,214.88999938964844,AMT
2021-01-07,217.5,AMT
2021-01-08,222.1999969482422,AMT
2021-01-11,214.9199981689453,AMT
2021-01-12,214.91000366210938,AMT
2021-01-13,216.4600067138672,AMT
2021-01-14,214.99000549316406,AMT
2021-01-15,219.88999938964844,AMT
2021-01-19,216.8800048828125,AMT
2021-01-20,222.77999877929688,AMT
2021-01-21,222.1999969482422,AMT
2021-01-22,223.9199981689453,AMT
2021-01-04,71.88184356689453,SYY
2021-01-05,72.33911895751953,SYY
2021-01-06,75.54999542236328,SYY
2021-01-07,75.58999633789062,SYY
2021-01-08,77.55000305175781,SYY
2021-01-11,77.55000305175781,SYY
2021-01-12,78.37000274658203,SYY
2021-01-13,76.13999938964844,SYY
2021-01-14,75.51000213623047,SYY
2021-01-15,75.56999969482422,SYY
2021-01-19,74.87000274658203,SYY
2021-01-20,77.0199966430664,SYY
2021-01-21,76.83000183105469,SYY
2021-01-22,75.19000244140625,SYY
2021-01-04,95.70999908447266,PII
2021-01-05,98.26000213623047,PII
2021-01-06,105.76000213623047,PII
2021-01-07,105.41999816894531,PII
2021-01-08,104.86000061035156,PII
2021-01-11,106.73999786376953,PII
2021-01-12,110.22000122070312,PII
2021-01-13,107.66000366210938,PII
2021-01-14,106.87999725341797,PII
2021-01-15,107.91999816894531,PII
2021-01-19,113.20999908447266,PII
2021-01-20,117.0,PII
2021-01-21,117.73999786376953,PII
2021-01-22,118.7300033569336,PII
2021-01-04,65.58999633789062,OTIS
2021-01-05,65.0999984741211,OTIS
2021-01-06,66.91000366210938,OTIS
2021-01-07,67.77999877929688,OTIS
2021-01-08,66.83000183105469,OTIS
2021-01-11,66.36000061035156,OTIS
2021-01-12,65.2300033569336,OTIS
2021-01-13,63.970001220703125,OTIS
2021-01-14,64.94000244140625,OTIS
2021-01-15,65.52999877929688,OTIS
2021-01-19,65.37000274658203,OTIS
2021-01-20,65.19000244140625,OTIS
2021-01-21,63.52000045776367,OTIS
2021-01-22,64.87999725341797,OTIS
2021-01-04,41.5,XOM
2021-01-05,43.5,XOM
2021-01-06,44.61000061035156,XOM
2021-01-07,44.959999084472656,XOM
2021-01-08,45.459999084472656,XOM
2021-01-11,46.84000015258789,XOM
2021-01-12,47.880001068115234,XOM
2021-01-13,48.41999816894531,XOM
2021-01-14,50.310001373291016,XOM
2021-01-15,47.88999938964844,XOM
2021-01-19,48.84000015258789,XOM
2021-01-20,49.529998779296875,XOM
2021-01-21,48.11000061035156,XOM
2021-01-22,47.43000030517578,XOM
2021-01-04,200.44000244140625,CLX
2021-01-05,200.00999450683594,CLX
2021-01-06,197.41000366210938,CLX
2021-01-07,196.42999267578125,CLX
2021-01-08,197.83999633789062,CLX
2021-01-11,193.72999572753906,CLX
2021-01-12,194.24000549316406,CLX
2021-01-13,193.74000549316406,CLX
2021-01-14,195.5500030517578,CLX
2021-01-15,197.52000427246094,CLX
2021-01-19,196.50999450683594,CLX
2021-01-20,196.92999267578125,CLX
2021-01-21,197.2100067138672,CLX
2021-01-22,202.35000610351562,CLX
2021-01-04,37.029998779296875,CARR
2021-01-05,37.939998626708984,CARR
2021-01-06,40.04999923706055,CARR
2021-01-07,41.09000015258789,CARR
2021-01-08,40.689998626708984,CARR
2021-01-11,41.56999969482422,CARR
2021-01-12,41.7400016784668,CARR
2021-01-13,41.380001068115234,CARR
2021-01-14,40.79999923706055,CARR
2021-01-15,40.380001068115234,CARR
2021-01-19,40.369998931884766,CARR
2021-01-20,40.040000915527344,CARR
2021-01-21,39.7400016784668,CARR
2021-01-22,39.5099983215332,CARR
